-1.2976 -0.20196 1.72456
-0.309498 -0.0481706 0.0981096
0.283364 0.0441031 0.0822402
-0.0723534 -0.0112612 0.00536182
0.0343618 0.00534811 0.00120934
-0.0296673 -0.00461745 0.000901469
0.00875018 0.00136189 7.84205e-05
-0.00277506 -0.000431913 7.88749e-06
0.000682516 0.000106227 4.77112e-07
-0.000354756 -5.52146e-05 1.289e-07
0.000267607 4.16507e-05 7.33484e-08
-0.000105811 -1.64685e-05 1.14671e-08
6.21474e-06 9.67268e-07 3.95586e-11
-2.18716e-06 -3.40413e-07 4.89957e-12
3.33406e-07 5.18916e-08 1.13852e-13
-4.468e-08 -6.95404e-09 2.04466e-15
1.20328e-08 1.87281e-09 1.48297e-16
-4.981e-09 -7.75249e-10 2.54114e-17
1.23152e-10 1.91675e-11 1.55339e-20
-6.82536e-11 -1.06231e-11 4.77141e-21
