-0.208429 -0.451832 0.247595
0.00100979 0.00218902 5.81147e-06
-0.000953701 -0.00206743 5.18382e-06
0.000224393 0.000486438 2.86974e-07
-0.000129035 -0.000279723 9.48948e-08
8.30215e-05 0.000179974 3.92832e-08
-4.42125e-05 -9.58439e-05 1.11408e-08
3.21279e-05 6.96468e-05 5.88288e-09
-1.36764e-05 -2.96476e-05 1.06602e-09
6.49104e-08 1.40713e-07 2.40134e-14
4.98102e-10 1.07979e-09 1.41404e-18
-1.05762e-10 -2.29272e-10 6.37513e-20
7.5397e-11 1.63446e-10 3.23992e-20
-3.32987e-11 -7.21849e-11 6.31946e-21
3.19187e-11 6.91934e-11 5.80653e-21
