1.49292 -0.732044 2.76469
1.4923 -0.731743 2.76242
1.49157 -0.731382 2.75969
1.49068 -0.730949 2.75643
1.48962 -0.730429 2.75251
1.48835 -0.729805 2.74781
1.48683 -0.729057 2.74217
1.48499 -0.728158 2.73542
1.48279 -0.72708 2.72733
1.48016 -0.725787 2.71763
1.47699 -0.724234 2.70602
1.47319 -0.722372 2.69212
1.46863 -0.720136 2.67548
1.46316 -0.717454 2.65559
1.4566 -0.714235 2.63181
1.44872 -0.710372 2.60342
1.43927 -0.705737 2.56956
1.42792 -0.700175 2.52921
1.41431 -0.6935 2.48122
1.39798 -0.685491 2.42424
1.37838 -0.675879 2.35674
1.35486 -0.664346 2.27699
1.32663 -0.650505 2.1831
1.29276 -0.633897 2.07305
1.25211 -0.613966 1.94474
1.20334 -0.59005 1.79618
1.14481 -0.56135 1.6257
1.07457 -0.526911 1.43234
0.99029 -0.485583 1.21647
0.889151 -0.43599 0.980677
0.767784 -0.376479 0.731228
0.622144 -0.305065 0.480127
0.447375 -0.219368 0.248267
0.237653 -0.116532 0.0700587
-0.0140133 0.00687134 0.000243588
0.00486169 -0.0023839 2.93191e-05
-0.000800802 0.000392669 7.95472e-07
4.85726e-05 -2.38173e-05 2.92656e-09
-1.51305e-05 7.41917e-06 2.83977e-10
3.9804e-06 -1.95177e-06 1.9653e-11
-1.75288e-06 8.59513e-07 3.81134e-12
1.68709e-06 -8.27255e-07 3.53062e-12
-3.7689e-07 1.84806e-07 1.76199e-13
2.42304e-07 -1.18813e-07 7.28278e-14
-1.29212e-07 6.33584e-08 2.071e-14
9.36977e-08 -4.59442e-08 1.08901e-14
