-0.521766 -1.69929 3.15983
-0.521487 -1.69838 3.15646
-0.521152 -1.69729 3.15241
-0.520751 -1.69599 3.14755
-0.520269 -1.69442 3.14173
-0.519691 -1.69253 3.13475
-0.518997 -1.69028 3.12639
-0.518164 -1.68756 3.11637
-0.517165 -1.68431 3.10436
-0.515966 -1.68041 3.08998
-0.514528 -1.67572 3.07278
-0.512801 -1.6701 3.05219
-0.51073 -1.66335 3.02758
-0.508244 -1.65525 2.99818
-0.50526 -1.64554 2.96308
-0.50168 -1.63388 2.92124
-0.497384 -1.61989 2.87143
-0.492229 -1.6031 2.81221
-0.486043 -1.58295 2.74197
-0.47862 -1.55877 2.65886
-0.469712 -1.52976 2.5608
-0.459022 -1.49495 2.44557
-0.446195 -1.45317 2.3108
-0.430802 -1.40304 2.15411
-0.41233 -1.34288 1.97335
-0.390164 -1.27069 1.76688
-0.363565 -1.18406 1.53418
-0.331646 -1.08011 1.27662
-0.293343 -0.955364 0.998771
-0.24738 -0.80567 0.710302
-0.192224 -0.626038 0.428874
-0.126037 -0.410479 0.184378
-0.0466125 -0.151808 0.0252184
0.00104229 0.00339454 1.26092e-05
-0.000744765 -0.00242556 6.43801e-06
0.000327467 0.0010665 1.24465e-06
-0.000315872 -0.00102874 1.15807e-06
7.01315e-05 0.000228405 5.70873e-08
-4.56695e-05 -0.000148737 2.42084e-08
2.38111e-05 7.75482e-05 6.58069e-09
-1.78773e-05 -5.8223e-05 3.70951e-09
7.13573e-06 2.32397e-05 5.91004e-10
-3.68175e-07 -1.19908e-06 1.57334e-12
1.94618e-07 6.33833e-07 4.3962e-13
-1.43058e-07 -4.65913e-07 2.37541e-13
5.95473e-08 1.93934e-07 4.11564e-14
-1.23432e-09 -4.01995e-09 1.76835e-17
1.04499e-09 3.40334e-09 1.26747e-17
