-0.279834 -1.64255 2.77627
-0.279769 -1.64216 2.77497
-0.27969 -1.6417 2.77341
-0.279596 -1.64115 2.77155
-0.279483 -1.64049 2.7693
-0.279347 -1.63969 2.76661
-0.279184 -1.63873 2.76339
-0.278989 -1.63758 2.75952
-0.278754 -1.63621 2.75488
-0.278472 -1.63455 2.74931
-0.278134 -1.63257 2.74265
-0.277729 -1.63019 2.73465
-0.277242 -1.62733 2.72508
-0.276659 -1.62391 2.71362
-0.275958 -1.6198 2.69989
-0.275117 -1.61486 2.68346
-0.274108 -1.60894 2.66382
-0.272898 -1.60183 2.64034
-0.271445 -1.5933 2.6123
-0.269701 -1.58307 2.57885
-0.267609 -1.57079 2.539
-0.265099 -1.55605 2.49158
-0.262086 -1.53837 2.43527
-0.258471 -1.51715 2.36855
-0.254133 -1.49169 2.28971
-0.248927 -1.46113 2.19687
-0.24268 -1.42446 2.08799
-0.235184 -1.38046 1.96098
-0.226188 -1.32766 1.81384
-0.215393 -1.2643 1.64484
-0.202439 -1.18826 1.45295
-0.186895 -1.09702 1.23838
-0.168242 -0.987531 1.00352
-0.145858 -0.856143 0.754254
-0.118997 -0.698477 0.50203
-0.0867637 -0.509278 0.266892
-0.0480841 -0.28224 0.0819714
-0.00166853 -0.0097938 9.87025e-05
7.20524e-05 0.000422927 1.84059e-07
-5.84913e-05 -0.000343328 1.21295e-07
1.98349e-05 0.000116425 1.39483e-08
-3.66297e-06 -2.15006e-05 4.75692e-10
3.38639e-06 1.98772e-05 4.0657e-10
-8.43222e-07 -4.94948e-06 2.52083e-11
