1.49148 0.18841 2.26002
1.49112 0.188365 2.25893
1.49069 0.18831 2.25763
1.49017 0.188245 2.25606
1.48955 0.188166 2.25418
1.48881 0.188072 2.25192
1.48791 0.187959 2.24921
1.48684 0.187823 2.24597
1.48555 0.187661 2.24207
1.484 0.187465 2.23741
1.48215 0.187231 2.23182
1.47992 0.186949 2.22511
1.47725 0.186612 2.21709
1.47404 0.186207 2.20747
1.47019 0.185721 2.19596
1.46558 0.185137 2.18219
1.46003 0.184437 2.16572
1.45338 0.183597 2.14603
1.4454 0.182589 2.12253
1.43583 0.18138 2.0945
1.42434 0.179928 2.06111
1.41055 0.178186 2.0214
1.394 0.176096 1.97425
1.37415 0.173588 1.91841
1.35032 0.170578 1.85246
1.32173 0.166966 1.77484
1.28742 0.162631 1.68389
1.24624 0.15743 1.5779
1.19683 0.151189 1.45527
1.13754 0.143699 1.31466
1.0664 0.134712 1.15535
0.98102 0.123926 0.977759
0.878568 0.110984 0.784199
0.755625 0.0954536 0.580081
0.608094 0.0768168 0.375679
0.431056 0.0544527 0.188774
0.218611 0.0276158 0.0485533
-0.0363236 -0.00458855 0.00134046
0.00191652 0.000242103 3.73167e-06
-0.00095149 -0.000120196 9.1978e-07
0.000769317 9.71831e-05 6.01292e-07
-0.000263167 -3.32444e-05 7.03623e-08
4.65777e-05 5.88389e-06 2.20411e-09
1.15968e-07 1.46496e-08 1.36633e-14
-1.01821e-07 -1.28625e-08 1.0533e-14
2.88525e-08 3.64476e-09 8.45749e-16
-1.03497e-08 -1.30741e-09 1.08825e-16
