-1.35854 0.0797091 1.85199
-1.35824 0.0796916 1.85118
-1.35789 0.0796705 1.8502
-1.35745 0.0796453 1.84903
-1.35694 0.079615 1.84762
-1.35632 0.0795786 1.84593
-1.35557 0.079535 1.84391
-1.35468 0.0794826 1.84148
-1.35361 0.0794198 1.83857
-1.35233 0.0793443 1.83508
-1.35078 0.0792538 1.8309
-1.34893 0.0791452 1.82588
-1.34671 0.0790149 1.81987
-1.34405 0.0788585 1.81268
-1.34085 0.0786709 1.80406
-1.33701 0.0784457 1.79375
-1.3324 0.0781755 1.78141
-1.32688 0.0778512 1.76666
-1.32024 0.0774621 1.74905
-1.31229 0.0769951 1.72802
-1.30274 0.0764348 1.70296
-1.29128 0.0757624 1.67313
-1.27752 0.0749555 1.63768
-1.26102 0.0739873 1.59565
-1.24122 0.0728254 1.54592
-1.21745 0.0714311 1.4873
-1.18894 0.0697579 1.41844
-1.15472 0.0677501 1.33796
-1.11365 0.0653408 1.24449
-1.06438 0.0624496 1.13679
-1.00524 0.0589801 1.01399
-0.934284 0.0548168 0.875891
-0.849133 0.0498208 0.723509
-0.746952 0.0438256 0.559858
-0.624335 0.0366313 0.391136
-0.477195 0.0279982 0.228499
-0.300626 0.0176385 0.0906873
-0.0887441 0.00520684 0.00790263
0.0383852 -0.00225216 0.0014785
0.000246393 -1.44565e-05 6.09186e-08
-0.000111158 6.52193e-06 1.23987e-08
0.000103373 -6.06513e-06 1.07227e-08
-2.53458e-05 1.4871e-06 6.44621e-10
1.32697e-05 -7.78569e-07 1.76692e-10
